index,area_string,posted,neighborhood,post title,number_bedrooms,sqft,URL,price
1579,minneapolis,2021-11-08 17:12, (Midtown Minneapolis hennepin county ),Male Roommate Wanted,3,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-male-roommate-wanted/7405369402.html,650
1580,minneapolis,2021-11-08 16:48, (White Bear Lake ramsey county ),~LOOKING FOR A FEMALE TO RENT A ROOM,1,375.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-looking-for-female-to-rent/7395331706.html,750
1581,minneapolis,2021-11-08 16:18, (minneapolis hennepin county ),"Fully furnished bedroom, utilities included",3,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-fully-furnished-bedroom/7405332268.html,465
1582,minneapolis,2021-11-08 16:17, (Osceola washington co / WI ),Room to rent/winter housemate wanted.,1,,https://minneapolis.craigslist.org/wsh/roo/d/osceola-room-to-rent-winter-housemate/7400825580.html,700
1583,minneapolis,2021-11-08 15:31, (Inver Grove hts dakota / scott ),Apartment Share  $500,1,,https://minneapolis.craigslist.org/dak/roo/d/inver-grove-heights-apartment-share-500/7405321938.html,500
1584,minneapolis,2021-11-08 14:58, (Crystal hennepin county ),10x12 bedroom and full bath,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-10x12-bedroom-and-full-bath/7405304735.html,650
1585,minneapolis,2021-11-08 14:52, (Saint Louis Park hennepin county ),Subleasing a 1 bedroom $860,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-subleasing-1-bedroom-860/7405301227.html,860
1586,minneapolis,2021-11-08 14:37, (Mpls hennepin county ),Furnished Room for Rent,1,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-furnished-room-for-rent/7400183195.html,625
1587,minneapolis,2021-11-08 12:26, (Anoka anoka/chisago/isanti ),ANOKA HOUSESHARE,1,1500.0,https://minneapolis.craigslist.org/ank/roo/d/champlin-anoka-houseshare/7404341090.html,600
1588,minneapolis,2021-11-08 12:07, (South Minneapolis hennepin county ),Rooms for rent,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-rooms-for-rent/7405207319.html,650
1589,minneapolis,2021-11-08 11:53, (Lynlake hennepin county ),1 Bed 1 Bath apartment,1,620.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-bed-bath-apartment/7405198325.html,1000
1590,minneapolis,2021-11-08 11:43, (St. Louis Park hennepin county ),Roomate wanted - 1 bedroom and private bathroom of large 2 bed/bath unit,2,1400.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-roomate-wanted-bedroom-and/7403030479.html,935
1591,minneapolis,2021-11-08 11:26, (BROOKLYN hennepin county ),ROOM FOR RENT AT BROOKLYN PARK,1,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-room-for-rent-at-brooklyn/7405152707.html,650
1592,minneapolis,2021-11-08 10:21, (East St. Paul ramsey county ),"1797 Stillwater Ave - Studio, 1 & 2Bedroom Available in November!",,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-1797-stillwater-ave-studio/7400411029.html,799
1593,minneapolis,2021-11-08 10:12, (White Bear Lake ramsey county ),Shared Home for Mature Men -White Bear Lake!,5,1800.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-shared-home-for-mature-men/7405136152.html,625
1594,minneapolis,2021-11-08 10:04, (SE Minneapolis U of M Dinkytown Como Area hennepin county ),Roommate wanted large private room $500 utilities paid near U of M,1,120.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-roommate-wanted-large/7399390213.html,500
1595,minneapolis,2021-11-08 10:03, (Saint Paul Summit Hill Crocus Hill Cathedral Hill ramsey county ),Huge room in historic Summit Ave house All utilities included,1,180.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-huge-room-in-historic-summit/7399389681.html,550
1596,minneapolis,2021-11-08 09:05, (South Minneapolis hennepin county ),"Available  immediately --South Minneapolis--Lightrail, Downtown, bus line",,2200.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-available-immediately-south/7402547708.html,450
1597,minneapolis,2021-11-08 08:54, (Uptown hennepin county ),Dormer One Furnished in Uptown Minneapolis,1,150.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-dormer-one-furnished-in/7404132168.html,1100
1598,minneapolis,2021-11-08 08:45, (Mac-Groveland (St. Paul) ramsey county ),"Room available in 4 bed, 2 bath furnished home. Pet Friendly",4,1734.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-room-available-in-bed-bath/7398468784.html,725
1599,minneapolis,2021-11-08 08:28," (3128 Lyndale Ave S, #B, Minneapolis, MN hennepin county )",3bed/2bath Uptown Minneapolis Condo,3,1300.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-3bed-2bath-uptown/7405078767.html,2499
1600,minneapolis,2021-11-08 05:33, (Chisago City anoka/chisago/isanti ),Beauitful ROOM on Green Lake Property,1,,https://minneapolis.craigslist.org/ank/roo/d/chisago-city-beauitful-room-on-green/7405031683.html,775
1601,minneapolis,2021-11-08 05:30, (Chisago City anoka/chisago/isanti ),ROOM FOR RENT GREEN LAKE,1,,https://minneapolis.craigslist.org/ank/roo/d/chisago-city-room-for-rent-green-lake/7396050800.html,750
1602,minneapolis,2021-11-07 21:06," (Ham Lake, MN anoka/chisago/isanti )",Share Lake Home-Upper Bracket 35 mins from Down Towns(on coon lake),1,,https://minneapolis.craigslist.org/ank/roo/d/wyoming-share-lake-home-upper-bracket/7399834636.html,790
1603,minneapolis,2021-11-07 19:46, (Minneapolis hennepin county ),One private room in a new innovated house available Dec 1st,,1400.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-one-private-room-in-new/7404951895.html,550
1604,minneapolis,2021-11-07 19:09, (Uptown-East Lowry hennepin county ),Looking to move in a like-minded roommate in nov. 725-825+dep,2,1000.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-looking-to-move-in-like/7401152460.html,800
1605,minneapolis,2021-11-07 18:42, (LONSDALE dakota / scott ),LONSDALE AREA 55 ACRE ESTATE,4,,https://minneapolis.craigslist.org/dak/roo/d/dundas-lonsdale-area-55-acre-estate/7404941162.html,0
1606,minneapolis,2021-11-07 17:15," (Kingfield, Minneapolis hennepin county )",Looking for Roommate to Share 2 Bedroom Apartment,2,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-looking-for-roommate-to/7404911991.html,550
1607,minneapolis,2021-11-07 15:37, (White Bear Lake ramsey county ),Commute too far?  Century Commons Student Hsg,4,,https://minneapolis.craigslist.org/ram/roo/d/willernie-commute-too-far-century/7404874596.html,510
1608,minneapolis,2021-11-07 15:11, (St. Paul ramsey county ),Room for Rent,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-room-for-rent/7403211502.html,550
1609,minneapolis,2021-11-07 11:19, (Saint Paul/ Summit Hill/ Crocus Hill/ Cathedral Hill ramsey county ),Summit Ave Huge room rent includes all utilities + internet,1,180.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-summit-ave-huge-room-rent/7401195127.html,550
1610,minneapolis,2021-11-07 11:19, (SE Minneapolis Dinkytown U of M Como area hennepin county ),Large own private room $500 all utilities paid close to U of M,1,120.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-large-own-private-room-500/7401195409.html,500
1611,minneapolis,2021-11-07 09:54, (Oakdale ramsey county ),Room for rent,1,800.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-room-for-rent/7398271658.html,700
1612,minneapolis,2021-11-07 08:48, (Monticello hennepin county ),$550 Room in Victorian home,6,,https://minneapolis.craigslist.org/hnp/roo/d/eagle-lake-550-room-in-victorian-home/7404689263.html,550
1613,minneapolis,2021-11-07 08:46, ( hennepin county ),"private bathroom, bedroom, living room, quiet area",,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-private-bathroom-bedroom/7404676942.html,480
1614,minneapolis,2021-11-07 08:10, (Minneapolis hennepin county ),Private bedroom in Minneapolis SE available Dec 1st,,1600.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-private-bedroom-in/7404666369.html,550
1615,minneapolis,2021-11-07 08:05, ( hennepin county ),$420 / 2br - Renting room in big house on 3 acres (Columbus),,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-420-2br-renting-room-in-big/7404671612.html,0
1616,minneapolis,2021-11-07 08:00, (Woodbury washington co / WI ),Lower Level Townhome - Utilities Included,,,https://minneapolis.craigslist.org/wsh/roo/d/saint-paul-lower-level-townhome/7403582804.html,895
1617,minneapolis,2021-11-07 07:09, (Blaine anoka/chisago/isanti ),"One large Room in a nice home and nice area, Internet",1,140.0,https://minneapolis.craigslist.org/ank/roo/d/minneapolis-one-large-room-in-nice-home/7404657089.html,650
1618,minneapolis,2021-11-07 06:59, (Blain anoka/chisago/isanti ),One large room in a nice home and nice area. Internet,,140.0,https://minneapolis.craigslist.org/ank/roo/d/minneapolis-one-large-room-in-nice-home/7403149138.html,650
1619,minneapolis,2021-11-06 22:54," (hugo,,white bear lake washington co / WI )",home heath care help take care of a nice old man,,,https://minneapolis.craigslist.org/wsh/roo/d/saint-paul-home-heath-care-help-take/7398194050.html,0
1620,minneapolis,2021-11-06 21:40, (St Paul- 35 E & University ramsey county ),Room For Rent -ALL GIRL UNIT -- ALL BRAND NEW INSIDE !!!!!!!!!!!!!!!!!,3,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-room-for-rent-all-girl-unit/7395572112.html,525
1621,minneapolis,2021-11-06 19:20, (South Saint Paul dakota / scott ),Roommate Wanted,1,,https://minneapolis.craigslist.org/dak/roo/d/south-saint-paul-roommate-wanted/7404556708.html,775
1622,minneapolis,2021-11-06 18:09, (Minneapolis hennepin county ),Sober Housing,6,3200.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-sober-housing/7404528545.html,550
1623,minneapolis,2021-11-06 18:09, (Coon rapids anoka/chisago/isanti ),Large room for rent $600,1,,https://minneapolis.craigslist.org/ank/roo/d/minneapolis-large-room-for-rent-600/7404533057.html,600
1624,minneapolis,2021-11-06 17:48, (Coon rapids anoka/chisago/isanti ),Large bedroom for rent $600,1,,https://minneapolis.craigslist.org/ank/roo/d/minneapolis-large-bedroom-for-rent-600/7404525393.html,600
1625,minneapolis,2021-11-06 17:41, (Burnsville dakota / scott ),Private Room near the Lake,,2000.0,https://minneapolis.craigslist.org/dak/roo/d/burnsville-private-room-near-the-lake/7404514152.html,600
1626,minneapolis,2021-11-06 15:45, (Zimmerman carver/sherburne/wright ),Full basement master bedroom private bathroom for rent,1,,https://minneapolis.craigslist.org/csw/roo/d/zimmerman-full-basement-master-bedroom/7404473358.html,1000
1627,minneapolis,2021-11-06 14:09, (Southeast Metro dakota / scott ),Superior Studio,1,300.0,https://minneapolis.craigslist.org/dak/roo/d/hastings-superior-studio/7404424054.html,1055
1628,minneapolis,2021-11-06 13:43, (Prospect Park hennepin county ),Basement Efficiency Near U of M and River Parkway,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-basement-efficiency-near-of/7400880568.html,600
1629,minneapolis,2021-11-06 13:37, (Burnsville dakota / scott ),SWET ROOM,,,https://minneapolis.craigslist.org/dak/roo/d/burnsville-swet-room/7404406924.html,650
1630,minneapolis,2021-11-06 13:35, (Seward hennepin county ),"Duplex property, 1 bedroom 1 bath $900/month flat",3,2100.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-duplex-property-bedroom/7404405564.html,900
1631,minneapolis,2021-11-06 10:49, (Mahtomedi washington co / WI ),Lower Level of Home,1,,https://minneapolis.craigslist.org/wsh/roo/d/willernie-lower-level-of-home/7404311128.html,800
1632,minneapolis,2021-11-06 10:44, (Mahtomedi ramsey county ),Lower Level of Home,1,,https://minneapolis.craigslist.org/ram/roo/d/willernie-lower-level-of-home/7404308369.html,800
1633,minneapolis,2021-11-06 10:34," (West Side, St Paul ramsey county )",Upper duplex share w/F,1,1200.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-upper-duplex-share-f/7399198507.html,680
1634,minneapolis,2021-11-06 08:41, (Roseville ramsey county ),Commuter Housing - November 13th,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-commuter-housing-november/7392131655.html,600
1635,minneapolis,2021-11-06 02:52, (Saint Paul ramsey county ),HOUSE FOR RENT WITH ROOMMATE,2,1400.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-house-for-rent-with-roommate/7404194578.html,1300
1636,minneapolis,2021-11-05 21:16, (South Minneapolis hennepin county ),Community Awaits,8,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-community-awaits/7393056861.html,615
1637,minneapolis,2021-11-05 21:16, (Minneapolis hennepin county ),Faith and community,3,5500.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-faith-and-community/7396890650.html,465
1638,minneapolis,2021-11-05 20:46," (Golden Valley, MN hennepin county )",Two bedrooms for $775 - available November 15,2,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-two-bedrooms-for-available/7404143342.html,775
1639,minneapolis,2021-11-05 16:42, (Lakeville/Apple Valley dakota / scott ),Lower Level Family Room,,300.0,https://minneapolis.craigslist.org/dak/roo/d/rosemount-lower-level-family-room/7404052093.html,500
1640,minneapolis,2021-11-05 14:11, (South Saint Paul dakota / scott ),Room for rent in Shared House,1,,https://minneapolis.craigslist.org/dak/roo/d/south-saint-paul-room-for-rent-in/7400547749.html,440
1641,minneapolis,2021-11-05 13:52, (Desnoyer Park/ East River Road by U of MN hennepin county ),$575 / 1br - 116ft2 - Rm. in Midcentury modern home all util incl.,4,110.0,https://minneapolis.craigslist.org/hnp/roo/d/saint-paul-575-1br-116ft2-rm-in/7399103203.html,575
1642,minneapolis,2021-11-05 10:25, (Roseville ramsey county ),Graduate Student Housing,3,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-graduate-student-housing/7391863346.html,600
1643,minneapolis,2021-11-05 08:48, (Near N. Memorial Hospital hennepin county ),"5 minutes from Downtown Mpls / Luxurious Living - Quiet, Clean, Homey",4,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-minutes-from-downtown-mpls/7403788580.html,1000
1644,minneapolis,2021-11-05 07:32, (Mpls (Prospect Park) hennepin county ),Room for rent in Prospect Park home,,120.0,https://minneapolis.craigslist.org/hnp/roo/d/saint-paul-room-for-rent-in-prospect/7393563828.html,575
1645,minneapolis,2021-11-05 05:47, (UPTOWN ISLES MAKA SKA EXCELSIOR hennepin county ),ROOM AVAILABLE IN WEST LAKES UPTOWN AREA,,1148.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-room-available-in-west/7400226418.html,850
1646,minneapolis,2021-11-04 19:42, (Downtown west/north loop hennepin county ),AVAILABLE 12/1: MASTER BEDROOM IN PRIME DOWNTOWN MPLS/NORTH LOOP,2,1100.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-available-12-master-bedroom/7403662296.html,1000
1647,minneapolis,2021-11-04 18:40, (Lexington Pkwy ramsey county ),Looking for 3rd roommate,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-looking-for-3rd-roommate/7403642083.html,618
1648,minneapolis,2021-11-04 17:50, (St Paul ramsey county ),Month to Month Rent on Galtier,1,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-month-to-month-rent-on/7403625016.html,600
1649,minneapolis,2021-11-04 17:09, (Columbia Heights anoka/chisago/isanti ),"Walkout basement apartment - huge backyard, great location",1,1000.0,https://minneapolis.craigslist.org/ank/roo/d/minneapolis-walkout-basement-apartment/7403607670.html,1100
1650,minneapolis,2021-11-04 15:26, (Mahtomedi ramsey county ),Roommate,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-roommate/7402236370.html,575
1651,minneapolis,2021-11-04 15:25, (Mahtomedi ramsey county ),Room for rent,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-room-for-rent/7402258964.html,650
1652,minneapolis,2021-11-04 14:51, (St. Paul ramsey county ),HUGE room in updated Victorian 5 mins from downtown,,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-huge-room-in-updated/7402451327.html,800
1653,minneapolis,2021-11-04 13:13, (NE Minneapolis hennepin county ),Small room for rent near Eastside Co-op,4,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-small-room-for-rent-near/7403476924.html,500
1654,minneapolis,2021-11-04 12:30, (St Paul hennepin county ),AMAZING LARGE ROOM FOR RENT IN GREAT NEIGHBORHOOD & BEAUTIFUL HOME,,,https://minneapolis.craigslist.org/hnp/roo/d/saint-paul-amazing-large-room-for-rent/7401320872.html,350
1655,minneapolis,2021-11-04 09:59, (Minnehaha Neighborhood hennepin county ),Room for rent,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-room-for-rent/7403378346.html,700
1656,minneapolis,2021-11-04 09:53, (Minnetonka hennepin county ),Luxury Home,,,https://minneapolis.craigslist.org/hnp/roo/d/hopkins-luxury-home/7403375394.html,925
1657,minneapolis,2021-11-04 07:43, (Lake Nokomis hennepin county ),South Minneapolis/One block off lake 5min to MSP,,,https://minneapolis.craigslist.org/hnp/roo/d/south-minneapolis-one-block-off-lake/7403321894.html,500
1658,minneapolis,2021-11-04 04:15, (Bloomington hennepin county ),$300. Room for rent,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-300-room-for-rent/7401544969.html,0
1659,minneapolis,2021-11-03 23:10, (Merriam Park ramsey county ),Looking for a Roommate to Share Lower Duplex - Available Immediately,2,,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-looking-for-roommate-to/7391101459.html,675
1660,minneapolis,2021-11-03 19:16," (Hastings, MN dakota / scott )",Guest Rooms Available Now,1,,https://minneapolis.craigslist.org/dak/roo/d/hastings-guest-rooms-available-now/7403189025.html,650
1661,minneapolis,2021-11-03 15:30, (Stacy Mn anoka/chisago/isanti ),Rooms to Rent house to share,,,https://minneapolis.craigslist.org/ank/roo/d/north-branch-rooms-to-rent-house-to/7403106807.html,550
1662,minneapolis,2021-11-03 13:14, (Uptown hennepin county ),Looking for 1 add'l roommate to share my Uptown condo,,2500.0,https://minneapolis.craigslist.org/hnp/roo/d/looking-for-addl-roommate-to-share-my/7403033997.html,995
1663,minneapolis,2021-11-03 11:08, (Hennepin County hennepin county ),3-Bedroom apartment In Harrison,,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-bedroom-apartment-in/7402950569.html,452
1664,minneapolis,2021-11-03 09:04," (Robbinsdale, MN hennepin county )",Robbinsdale Sleep Room for Rent,,,https://minneapolis.craigslist.org/hnp/roo/d/robbinsdale-sleep-room-for-rent/7396427640.html,0
1665,minneapolis,2021-11-03 09:03," (Robbinsdale, MN hennepin county )",Robbinsdale Sleep Room for Rent,,,https://minneapolis.craigslist.org/hnp/roo/d/robbinsdale-sleep-room-for-rent/7397294902.html,0
1666,minneapolis,2021-11-03 08:34, (cottage grove washington co / WI ),Lower Level for rent in new single family home.,,350.0,https://minneapolis.craigslist.org/wsh/roo/d/cottage-grove-lower-level-for-rent-in/7390185885.html,700
1667,minneapolis,2021-11-03 07:21, (Faribault dakota / scott ),Wanted Roommate/Caretaker/Farmhand,,,https://minneapolis.craigslist.org/dak/roo/d/faribault-wanted-roommate-caretaker/7402861187.html,0
1668,minneapolis,2021-11-03 00:04, (Brooklyn park hennepin county ),Rooms for rent,3,1300.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-rooms-for-rent/7402818208.html,1800
1669,minneapolis,2021-11-02 23:12, (Saint Louis Park hennepin county ),1 room available in Saint Louis Park - Minutes away from Uptown,,500.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-room-available-in-saint/7402810371.html,600
1670,minneapolis,2021-11-02 22:58," (Minneapolis, MN ramsey county )",Office Space Available $350,,,https://minneapolis.craigslist.org/ram/roo/d/minneapolis-office-space-available-350/7391978309.html,350
1671,minneapolis,2021-11-02 21:53, (Brooklyn Center hennepin county ),Looking for roommate,1,1253.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-looking-for-roommate/7402795380.html,700
1672,minneapolis,2021-11-02 21:25, (St. Paul ramsey county ),"VERY LARGE room for rent, utilities included, month to month ok,",1,476.0,https://minneapolis.craigslist.org/ram/roo/d/saint-paul-very-large-room-for-rent/7402787603.html,600
1673,minneapolis,2021-11-02 21:24, (Maple plain hennepin county ),Maple plain motel,,,https://minneapolis.craigslist.org/hnp/roo/d/maple-plain-maple-plain-motel/7402788868.html,0
1674,minneapolis,2021-11-02 21:06, (Apple Valley dakota / scott ),"Unfurnished private bedroom, sitting room, bathroom, garage stall",1,,https://minneapolis.craigslist.org/dak/roo/d/saint-paul-unfurnished-private-bedroom/7392053589.html,790
1675,minneapolis,2021-11-02 20:30, (Near N. Memorial Hospital hennepin county ),"5 minutes from Downtown Mpls / Luxurious Living - Quiet, Clean, Homey",4,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-minutes-from-downtown-mpls/7402772795.html,800
1676,minneapolis,2021-11-02 19:47, (Bloomington hennepin county ),House for rent,3,1200.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-house-for-rent/7402761630.html,1500
1677,minneapolis,2021-11-02 18:24, (Eden Prairie hennepin county ),Amazing Eden Prairie Location,1,,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-amazing-eden-prairie/7397534572.html,795
1678,minneapolis,2021-11-02 14:58, (New hope/crystal hennepin county ),Newly renovated home,,300.0,https://minneapolis.craigslist.org/hnp/roo/d/minneapolis-newly-renovated-home/7402636180.html,900
1679,minneapolis,2021-11-02 13:30, (near Hyvee dakota / scott ),Room Available in Shakopee 11/8,4,2100.0,https://minneapolis.craigslist.org/dak/roo/d/shakopee-room-available-in-shakopee-11/7402587927.html,750
1680,sandiego,2021-11-09 15:53, (Bay Park city of san diego ),Nice condo with great view - 2BR/2Ba,,,https://sandiego.craigslist.org/csd/roo/d/san-diego-nice-condo-with-great-view/7405799858.html,1180
1681,sandiego,2021-11-09 14:28, (Escondido north san diego county ),Cuarto de renta in ESCONDIDO,4,,https://sandiego.craigslist.org/nsd/roo/d/escondido-cuarto-de-renta-in-escondido/7405796241.html,1100
1682,sandiego,2021-11-09 14:18, (La Mesa city of san diego ),1 bedroom 1 bath in Stunning Mid Century Modern House,1,,https://sandiego.craigslist.org/csd/roo/d/la-mesa-bedroom-bath-in-stunning-mid/7405800673.html,1100
1683,sandiego,2021-11-09 14:14, (Otay Ranch south san diego county ),Large Furnished Room for Rent,3,1500.0,https://sandiego.craigslist.org/ssd/roo/d/chula-vista-large-furnished-room-for/7405799101.html,950
1684,sandiego,2021-11-09 14:01, (Rancho Del Orio north san diego county ),$1300/month completed furnished with a private bath in Oceanside,3,,https://sandiego.craigslist.org/nsd/roo/d/oceanside-1300-month-completed/7405789242.html,1300
1685,sandiego,2021-11-09 13:52," (San Diego, CA city of san diego )",** Beautiful Room In Gorgeous Apartment **,2,,https://sandiego.craigslist.org/csd/roo/d/san-diego-beautiful-room-in-gorgeous/7402974803.html,1250
1686,sandiego,2021-11-09 13:49, (Chula Vista city of san diego ),Room Available in Newly Remodeled Chula Vista Home,3,1072.0,https://sandiego.craigslist.org/csd/roo/d/chula-vista-room-available-in-newly/7405786969.html,1200
1687,sandiego,2021-11-09 13:49," (San Diego, CA city of san diego )",** Beautiful Room In Gorgeous Apartment **,2,,https://sandiego.craigslist.org/csd/roo/d/san-diego-beautiful-room-in-gorgeous/7402973733.html,1250
1688,sandiego,2021-11-09 13:44, ( east san diego county ),Master bedroom in Spring Valley,,,https://sandiego.craigslist.org/esd/roo/d/spring-valley-master-bedroom-in-spring/7405773769.html,900
1689,sandiego,2021-11-09 13:42, (Fallbrook north san diego county ),Looking for a female roommate,6,6000.0,https://sandiego.craigslist.org/nsd/roo/d/fallbrook-looking-for-female-roommate/7403283528.html,1000
1690,sandiego,2021-11-09 13:35, (Allied Gardens (mission Valley east) city of san diego ),2bedroom condo great view,2,,https://sandiego.craigslist.org/csd/roo/d/san-diego-2bedroom-condo-great-view/7399652685.html,990
1691,sandiego,2021-11-09 13:32, (Mira Mesa city of san diego ),Looking to rent out my fully furnished room in a 1br/1ba apartment,,,https://sandiego.craigslist.org/csd/roo/d/san-diego-looking-to-rent-out-my-fully/7405750541.html,425
1692,sandiego,2021-11-09 13:24, (North Park city of san diego ),Room available in remodeled two room unit - $860/month,2,,https://sandiego.craigslist.org/csd/roo/d/san-diego-room-available-in-remodeled/7405762091.html,860
1693,sandiego,2021-11-09 13:23," (San Diego Country Estates, Ramona east san diego county )",Studio for rent Jan 2nd 2022,,600.0,https://sandiego.craigslist.org/esd/roo/d/ramona-studio-for-rent-jan-2nd-2022/7393675684.html,1500
1694,sandiego,2021-11-09 13:18, (san diego city of san diego ),private room with private bathroom near UCSD,,,https://sandiego.craigslist.org/csd/roo/d/san-diego-private-room-with-private/7405759237.html,870
1695,sandiego,2021-11-09 12:41, (La Jolla / UTC city of san diego ),bedroom w/ private bath available,1,1512.0,https://sandiego.craigslist.org/csd/roo/d/san-diego-bedroom-private-bath-available/7405748290.html,1500
1696,sandiego,2021-11-09 12:40, (San Marcos north san diego county ),***SUNNY ZEN UNFURNISHED MASTER SUITE - FEMALE 40+,1,272.0,https://sandiego.craigslist.org/nsd/roo/d/san-marcos-sunny-zen-unfurnished-master/7396340361.html,975
1697,sandiego,2021-11-09 12:29," (Carmel Mountain, Rancho Bernardo, Poway north san diego county )",Carmel Mountain Townhome Rooms For Rent,,,https://sandiego.craigslist.org/nsd/roo/d/san-diego-carmel-mountain-townhome/7405746322.html,950
1698,sandiego,2021-11-09 12:10, (OB/Point Loma city of san diego ),Room available in 2/1 duplex,2,,https://sandiego.craigslist.org/csd/roo/d/san-diego-room-available-in-1-duplex/7405737040.html,1300
1699,sandiego,2021-11-09 12:10, (Ocean View Hills south san diego county ),Ocean View Hills - Month-to-Month Priv. Room AVAILABLE,1,150.0,https://sandiego.craigslist.org/ssd/roo/d/san-ysidro-ocean-view-hills-month-to/7405725701.html,700
1700,sandiego,2021-11-09 12:09," (Encanto, Skyline Hill south san diego county )",Female Only Big Room Available ready to move in,1,,https://sandiego.craigslist.org/ssd/roo/d/san-diego-female-only-big-room/7399722937.html,750
1701,sandiego,2021-11-09 11:59, (San Diego south san diego county ),"CALM, SERENE, DRAMA FREE ENVIRONMENT! PRIVATE ENTRANCE...",6,2424.0,https://sandiego.craigslist.org/ssd/roo/d/san-diego-calm-serene-drama-free/7405706983.html,1295
1702,sandiego,2021-11-09 11:55, (San Ysidro south san diego county ),Ladies.  Room for rent  SE RENTA CUARTO para una dama,,,https://sandiego.craigslist.org/ssd/roo/d/san-ysidro-ladies-room-for-rent-se/7405728875.html,750
1703,sandiego,2021-11-09 11:46, (Carlsbad north san diego county ),HELP NEEDED,,,https://sandiego.craigslist.org/nsd/roo/d/carlsbad-help-needed/7394975914.html,0
1704,sandiego,2021-11-09 11:45, (San Diego city of san diego ),Month-to-month Bedroom in House With Pool,4,,https://sandiego.craigslist.org/csd/roo/d/san-diego-month-to-month-bedroom-in/7401760464.html,800
1705,sandiego,2021-11-09 11:39, (PACIFIC BEACH city of san diego ),PACIFIC BEACH==VERY LARGE FULLY-FURNISHED RM=HEART OF PB=NO OTHER FEES,,,https://sandiego.craigslist.org/csd/roo/d/san-diego-pacific-beachvery-large-fully/7402577582.html,925
1706,sandiego,2021-11-09 11:36, (Baypark city of san diego ),"Room available | Pool, Spa, Bay View",,,https://sandiego.craigslist.org/csd/roo/d/san-diego-room-available-pool-spa-bay/7405719147.html,1400
1707,sandiego,2021-11-09 11:34, (chula vista south san diego county ),Bedroom and bathroom (private),1,,https://sandiego.craigslist.org/ssd/roo/d/san-diego-bedroom-and-bathroom-private/7404771746.html,700
