index,area_string,posted,neighborhood,post title,number_bedrooms,sqft,URL,price,requested
10,newyork,2021-11-29 12:11, (Crown Heights brooklyn ),"Furnished bedroom in historic brownstone, util. included",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-furnished-bedroom-in-historic/7410617345.html,1100,2021-11-29 09h31m24s
11,newyork,2021-11-29 12:11, (Inwood / Wash Hts),Short Term room for rent close to YESHIVA UNIVERSITY,3,,https://newyork.craigslist.org/mnh/roo/d/new-york-short-term-room-for-rent-close/7414093376.html,900,2021-11-29 09h31m24s
12,newyork,2021-11-29 12:11, (Brooklyn brooklyn ),"1 Large & Furnished Room in Prime Bushwick near M/J/L, W/D in apt!",1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-furnished-room-in-prime/7411491354.html,1000,2021-11-29 09h31m24s
13,newyork,2021-11-29 12:09, (Bushwick brooklyn ),Large Room with Ceiling Fan and no Window,,140.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-room-with-ceiling-fan/7405680044.html,600,2021-11-29 09h31m24s
14,newyork,2021-11-29 12:09, (Brooklyn brooklyn ),Apartment for share! 800 a month. no security deposit,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-apartment-for-share-800-month/7412897228.html,800,2021-11-29 09h31m24s
15,newyork,2021-11-29 11:58, (Port Chester westchester ),Room available,1,,https://newyork.craigslist.org/wch/roo/d/port-chester-room-available/7414091391.html,850,2021-11-29 09h31m24s
16,newyork,2021-11-29 11:56, (goshen ny westchester ),👀Roommate wanted👀,1,,https://newyork.craigslist.org/wch/roo/d/goshen-roommate-wanted/7414083641.html,500,2021-11-29 09h31m24s
17,newyork,2021-11-29 11:54," (Norwalk, CT fairfield co, CT )",One Bedroom for rent - w/ Full Bath + Driveway parking,1,,https://newyork.craigslist.org/fct/roo/d/norwalk-one-bedroom-for-rent-full-bath/7414089066.html,990,2021-11-29 09h31m24s
18,newyork,2021-11-29 11:52, (Brooklyn brooklyn ),Enormous Lovely Bushwick room,1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-enormous-lovely-bushwick-room/7414087734.html,1400,2021-11-29 09h31m24s
19,newyork,2021-11-29 11:47, ( manhattan ),"Female Roommate Wanted Jan 1st, close to West. Med. and White Plains",,,https://newyork.craigslist.org/mnh/roo/d/new-york-female-roommate-wanted-jan-1st/7414081581.html,425,2021-11-29 09h31m24s
20,newyork,2021-11-29 11:45, (ASTORIA queens ),GREAT  ROOM FOR MALE AVAILABLE!!!,1,,https://newyork.craigslist.org/que/roo/d/astoria-great-room-for-male-available/7412812961.html,225,2021-11-29 09h31m24s
21,newyork,2021-11-29 11:44, (QUEENS queens ),1000 pareja baño privado Queens,,750.0,https://newyork.craigslist.org/que/roo/d/jackson-heights-1000-pareja-bao-privado/7414083305.html,1000,2021-11-29 09h31m24s
22,newyork,2021-11-29 11:42, (Midtown),Affordable Room near Lincoln Park,,,https://newyork.craigslist.org/mnh/roo/d/jersey-city-affordable-room-near/7414082278.html,500,2021-11-29 09h31m24s
23,newyork,2021-11-29 11:42, (Kew gardens queens ),SPACE  FOR  RENT,,,https://newyork.craigslist.org/que/roo/d/kew-gardens-space-for-rent/7414082008.html,145,2021-11-29 09h31m24s
24,newyork,2021-11-29 11:40, (Williamsburg brooklyn ),"$1,200 / 3br - 1 Large Bdrm in Large 3 Bdrm Duplex Util Included",3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-br-large-bdrm-in-large-bdrm/7414080808.html,1200,2021-11-29 09h31m24s
25,newyork,2021-11-29 11:36, (Lower East Side),GHOST ROOMMATE for Cozy Home Feel Tribeca 2 BD Studio Apartment,2,900.0,https://newyork.craigslist.org/mnh/roo/d/new-york-ghost-roommate-for-cozy-home/7414048922.html,3000,2021-11-29 09h31m24s
26,newyork,2021-11-29 11:36, (Saint Albans Queens NY queens ),$900 Beautiful large room all Utilities are included.,,,https://newyork.craigslist.org/que/roo/d/saint-albans-900-beautiful-large-room/7414078002.html,900,2021-11-29 09h31m24s
27,newyork,2021-11-29 11:34, (Crown heights/Prospect Lefferts Garden brooklyn ),Private Bedroom in 2BR Prewar Apt near BKLN Museum and P,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-bedroom-in-2br-prewar/7414062155.html,1200,2021-11-29 09h31m24s
28,newyork,2021-11-29 11:33, (Astoria queens ),Sublease Available in Astoria,2,,https://newyork.craigslist.org/que/roo/d/astoria-sublease-available-in-astoria/7414076228.html,1250,2021-11-29 09h31m24s
29,newyork,2021-11-29 11:30, (hempstead long island ),Room For Rent $900,,,https://newyork.craigslist.org/lgi/roo/d/hempstead-room-for-rent-900/7414074344.html,900,2021-11-29 09h31m24s
30,newyork,2021-11-29 11:26, (Mount Vernon westchester ),Spacious Furnished room With1.5 Bathroom,1,,https://newyork.craigslist.org/wch/roo/d/mount-vernon-spacious-furnished-room/7414072339.html,750,2021-11-29 09h31m24s
31,newyork,2021-11-29 11:25, (Brooklyn brooklyn ),ROOM in Flatbush Brooklyn by Prospect Park,4,,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-in-flatbush-brooklyn-by/7414059556.html,665,2021-11-29 09h31m24s
32,newyork,2021-11-29 11:24, (Financial District),"$1,150.00 ROOM FOR RENT  LONG TERM PREFERRED SOUTH STREET SEAPORT/FIDI",3,,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-long-term/7414071051.html,1150,2021-11-29 09h31m24s
33,newyork,2021-11-29 11:24, (Mount vernon westchester ),Cozy Furnished room w/ 1.5 Bathroom,1,,https://newyork.craigslist.org/wch/roo/d/mount-vernon-cozy-furnished-room-15/7414070744.html,700,2021-11-29 09h31m24s
34,newyork,2021-11-29 11:11, (bushwick brooklyn ),"BIG FURNISHED ROOM AVAILABLE DEC 1 UTILITIES INCLUDED BY J,M,Z,L TRAIN",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-big-furnished-room-available/7414042896.html,1500,2021-11-29 09h31m24s
35,newyork,2021-11-29 11:06, (Cambria Height queens ),Single Room for Rent,1,,https://newyork.craigslist.org/que/roo/d/cambria-heights-single-room-for-rent/7414060076.html,850,2021-11-29 09h31m24s
36,newyork,2021-11-29 11:06, (Park Slope brooklyn ),Beautiful Studio Apartment in Prime Park Slope– ALL UTILITIES INCLUDED,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-beautiful-studio-apartment-in/7412479495.html,1800,2021-11-29 09h31m24s
37,newyork,2021-11-29 11:05, (Park Slope brooklyn ),Beautiful 2BR / 1BR Garden Apartment in Prime Park Slope,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-beautiful-2br-1br-garden/7412479220.html,1600,2021-11-29 09h31m24s
38,newyork,2021-11-29 11:02, (Woodside queens ),Room for rent,,,https://newyork.craigslist.org/que/roo/d/woodside-room-for-rent/7414050530.html,850,2021-11-29 09h31m24s
39,newyork,2021-11-29 11:01, (YONKERS westchester ),Four rooms available in a SHARED apartment in Yonkers.,,,https://newyork.craigslist.org/wch/roo/d/yonkers-four-rooms-available-in-shared/7414057150.html,750,2021-11-29 09h31m24s
40,newyork,2021-11-29 11:01, (YONKERS westchester ),Three rooms available in a SHARED apartment in Yonkers.,,,https://newyork.craigslist.org/wch/roo/d/yonkers-three-rooms-available-in-shared/7414057057.html,800,2021-11-29 09h31m24s
41,newyork,2021-11-29 10:55, (Upper West Side),COMMUTE SOLUTION Spacious Furnished 1BR Apt on Inwood Hill Park,1,750.0,https://newyork.craigslist.org/mnh/roo/d/bronx-commute-solution-spacious/7411716321.html,1950,2021-11-29 09h31m24s
42,newyork,2021-11-29 10:54, (Upper East Side),M-Th Upper Manhattan Studio,,,https://newyork.craigslist.org/mnh/roo/d/new-york-th-upper-manhattan-studio/7412665945.html,1540,2021-11-29 09h31m24s
43,newyork,2021-11-29 10:53, (Brooklyn brooklyn ),3rd roommate wanted!!,3,,https://newyork.craigslist.org/brk/roo/d/new-york-3rd-roommate-wanted/7414045188.html,775,2021-11-29 09h31m24s
44,newyork,2021-11-29 10:47, (Lower East Side manhattan ),***Live your New York Dream Right Now! in this Big Bohemian Bedroom***,,,https://newyork.craigslist.org/mnh/roo/d/new-york-live-your-new-york-dream-right/7414048554.html,1499,2021-11-29 09h31m24s
45,newyork,2021-11-29 10:45, (Financial District),Quiet and Modern 1 BD Private Terrace Manhattan’s Apartment for a Mult,1,,https://newyork.craigslist.org/mnh/roo/d/new-york-quiet-and-modern-bd-private/7412516646.html,3800,2021-11-29 09h31m24s
46,newyork,2021-11-29 10:40," (Bay Ridge, Brooklyn brooklyn )",3rd roommate wanted!!,3,,https://newyork.craigslist.org/brk/roo/d/new-york-3rd-roommate-wanted/7414044998.html,775,2021-11-29 09h31m24s
47,newyork,2021-11-29 10:37, (CLINTON HILL brooklyn ),LARGE and BRIGHT Room with Big WINDOWS. One block to train. Dec. 1,1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-and-bright-room-with-big/7414035555.html,930,2021-11-29 09h31m24s
48,newyork,2021-11-29 10:33, (YORKTOWN westchester ),Furnished Rooms/Yorktown/Near-Tarry Town/Somers/Armonk/Katonah,,,https://newyork.craigslist.org/wch/roo/d/yorktown-heights-furnished-rooms/7414041312.html,850,2021-11-29 09h31m24s
49,newyork,2021-11-29 10:31, (Harlem / Morningside),Pay Per Night Share Apartment w/Private Bth near Columbia Univ,2,1100.0,https://newyork.craigslist.org/mnh/roo/d/new-york-pay-per-night-share-apartment/7411722568.html,1750,2021-11-29 09h31m24s
50,newyork,2021-11-29 10:22, (Chinatown / Lit Italy),Shared 2bd/2bath NEW condo SOHO/LES/Chinatown - $1700/month - Availabl,1,,https://newyork.craigslist.org/mnh/roo/d/new-york-shared-2bd-2bath-new-condo/7414035203.html,1700,2021-11-29 09h31m24s
51,newyork,2021-11-29 10:19," (Sunnyside, Queens queens )","Large room, Fully Furnsihed",,170.0,https://newyork.craigslist.org/que/roo/d/sunnyside-large-room-fully-furnsihed/7403908989.html,950,2021-11-29 09h31m24s
52,newyork,2021-11-29 10:18," (East Hampton, NY long island )",Artist Loft in Springs Guesthouse - Year Round Monthly/Weekly,1,200.0,https://newyork.craigslist.org/lgi/roo/d/amagansett-artist-loft-in-springs/7411943398.html,575,2021-11-29 09h31m24s
53,newyork,2021-11-29 10:17," (Bushwick, Brooklyn brooklyn )",Sunny corner bedroom in Bushwick with IN-UNIT LAUNDRY,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-sunny-corner-bedroom-in/7414032972.html,1700,2021-11-29 09h31m24s
54,newyork,2021-11-29 10:14, (Bronx bronx ),$175 / 1br - ***ROOM FOR RENT AVAILABLE MORRIS PARK AREA *** (Bronx),1,,https://newyork.craigslist.org/brx/roo/d/bronx-175-1br-room-for-rent-available/7414031066.html,175,2021-11-29 09h31m24s
55,newyork,2021-11-29 10:14, (PELHAM PARKWAY BRONX bronx ),QUIET CLEAN ROOM,,,https://newyork.craigslist.org/brx/roo/d/bronx-quiet-clean-room/7403450469.html,240,2021-11-29 09h31m24s
56,newyork,2021-11-29 10:13, (Bedford Stuyvesant brooklyn ),!!MOVE IN READY!! PRIVATE BATH!! PET FRIENDLY!!,1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-move-in-ready-private-bath-pet/7414025593.html,950,2021-11-29 09h31m24s
57,newyork,2021-11-29 10:10, (Midtown East),"Quiet studio: elevator bldg w rooftop, laundry room, doormen",1,,https://newyork.craigslist.org/mnh/roo/d/new-york-quiet-studio-elevator-bldg/7414027203.html,1800,2021-11-29 09h31m24s
58,newyork,2021-11-29 10:08, (Lower East Side),1BDRM in 3BDRM w/TERRACE w/AMAZING VIEW (LES/E Village),3,,https://newyork.craigslist.org/mnh/roo/d/new-york-1bdrm-in-3bdrm-terrace-amazing/7414028463.html,1550,2021-11-29 09h31m24s
59,newyork,2021-11-29 10:07, (Bushwick /East Williamsburg Brooklyn brooklyn ),JAN/ BEAUT  FURN BEDROOM SPECTACULAR FULLY SERVICE,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-jan-beaut-furn-bedroom/7410113795.html,1300,2021-11-29 09h31m24s
60,newyork,2021-11-29 10:07, (Bushwick brooklyn ),!!Dog Friendly!! Move IN READY!! Central AC/Heat!!,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-dog-friendly-move-in-ready/7414027925.html,850,2021-11-29 09h31m24s
61,newyork,2021-11-29 10:06," (STAMFORD fairfield co, CT )","$900.00  CLEAN,  SUNNY FURNISHED ROOM",,,https://newyork.craigslist.org/fct/roo/d/stamford-clean-sunny-furnished-room/7411328168.html,0,2021-11-29 09h31m24s
62,newyork,2021-11-29 09:55, (Bushwick brooklyn ),!!Dog Friendly!! Move IN READY!! Central AC/Heat!!,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-dog-friendly-move-in-ready/7414018143.html,850,2021-11-29 09h31m24s
63,newyork,2021-11-29 09:55, (Flushing brooklyn ),!! LARGE SPACIOUS APT!! MOVE IN READY!! HIGH CEILINGS!!,5,,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-spacious-apt-move-in/7414016239.html,800,2021-11-29 09h31m24s
64,newyork,2021-11-29 09:53, (91 st 23ave queens ),2000 sqft apart share-great for airline or anyone5 min walk to LGA,3,2000.0,https://newyork.craigslist.org/que/roo/d/east-elmhurst-2000-sqft-apart-share/7409398864.html,400,2021-11-29 09h31m24s
65,newyork,2021-11-29 09:53, (Boerum Hill/Downtown Brooklyn brooklyn ),Live in Beautiful Landmark Brownstone,5,3250.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-live-in-beautiful-landmark/7414011636.html,1100,2021-11-29 09h31m24s
66,newyork,2021-11-29 09:37, (Midtown),Luxury studio month to month,,,https://newyork.craigslist.org/mnh/roo/d/new-york-luxury-studio-month-to-month/7414013511.html,5900,2021-11-29 09h31m24s
67,newyork,2021-11-29 09:36, (Upper West Side),"Sunlit, Furnished Place in Doorman Luxury Building",2,1840.0,https://newyork.craigslist.org/mnh/roo/d/new-york-sunlit-furnished-place-in/7405972668.html,1395,2021-11-29 09h31m24s
68,newyork,2021-11-29 09:33," (Springfield Gardens, Queens NY queens )",Beautiful & Cozy 1 Single Room,,,https://newyork.craigslist.org/que/roo/d/saint-albans-beautiful-cozy-single-room/7414003531.html,975,2021-11-29 09h31m24s
69,newyork,2021-11-29 09:31," (Springfield Gardens, Queens NY queens )",Beautiful & Cozy 1 Single Room,,,https://newyork.craigslist.org/que/roo/d/saint-albans-beautiful-cozy-single-room/7414004311.html,975,2021-11-29 09h31m24s
70,newyork,2021-11-29 09:27," (Brooklyn, Bed Stuy brooklyn )",Searching for a roommate for newly renovated 2 bedroom!,1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-searching-for-roommate-for/7412151347.html,1145,2021-11-29 09h31m24s
71,newyork,2021-11-29 09:19, (Knickerbocker brooklyn ),"Private Room Available, Special- first month FREE",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-room-available-special/7408687275.html,900,2021-11-29 09h31m24s
72,newyork,2021-11-29 09:19, (Upper West Side),HUGE SuperStudio in PRIME Central Harlem,,450.0,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-superstudio-in-prime/7408849461.html,1800,2021-11-29 09h31m24s
73,newyork,2021-11-29 09:16, (Kips Bay manhattan ),Comfort funrished Private 2 bedroom 2 bathroom unit,2,1198.0,https://newyork.craigslist.org/mnh/roo/d/staten-island-comfort-funrished-private/7405283813.html,3800,2021-11-29 09h31m24s
74,newyork,2021-11-29 09:12," (North End NYC fairfield co, CT )","Brand new, en-suite room for rent!!",,,https://newyork.craigslist.org/fct/roo/d/bridgeport-brand-new-en-suite-room-for/7413995048.html,750,2021-11-29 09h31m24s
75,newyork,2021-11-29 09:03, (JACKSON HTS queens ),CLEAN AND QUIET BEDROOM 20 MINUTES TO MIDTOWN,,,https://newyork.craigslist.org/que/roo/d/clean-and-quiet-bedroom-20-minutes-to/7409982958.html,600,2021-11-29 09h31m24s
76,newyork,2021-11-29 08:56, (Junction Blvd queens ),BEST PRICE IN ELMHURST,,,https://newyork.craigslist.org/que/roo/d/elmhurst-best-price-in-elmhurst/7411406540.html,840,2021-11-29 09h31m24s
77,newyork,2021-11-29 08:51, (park slope brooklyn ),Furnished Private 3 Rooms + Private Entrane,3,55.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-furnished-private-rooms/7407778772.html,1800,2021-11-29 09h31m24s
78,newyork,2021-11-29 08:47, (Woodside queens ),Room In Woodside $675,,,https://newyork.craigslist.org/que/roo/d/woodside-room-in-woodside-675/7413993423.html,675,2021-11-29 09h31m24s
79,newyork,2021-11-29 08:45, (Midtown East),$1233 / 1br - Roommate Needed - ASAP - 3Bdrm,,,https://newyork.craigslist.org/mnh/roo/d/br-roommate-needed-asap-3bdrm/7406409868.html,1233,2021-11-29 09h31m24s
80,newyork,2021-11-29 08:45, (near Jackson Robbinsville Monroe Hamilton East Windsor Ewing new jersey ),…… AMAZING LAKEFRONT LARGE & SAVE Room Millstone Twp Not a party house,1,,https://newyork.craigslist.org/jsy/roo/d/roosevelt-amazing-lakefront-large-save/7413992933.html,950,2021-11-29 09h31m24s
81,newyork,2021-11-29 08:45, (10453 bronx ),Gorgeous room for rent/apartment one bedroom,1,90.0,https://newyork.craigslist.org/brx/roo/d/bronx-gorgeous-room-for-rent-apartment/7413989436.html,850,2021-11-29 09h31m24s
82,newyork,2021-11-29 08:40, (Woodside queens ),Spacious room in Woodside,,,https://newyork.craigslist.org/que/roo/d/woodside-spacious-room-in-woodside/7413991142.html,800,2021-11-29 09h31m24s
83,newyork,2021-11-29 08:37, (Upper West Side),Sweet Sofa Bed with all utilities NO DEPOSIT NO LEASE,,,https://newyork.craigslist.org/mnh/roo/d/bronx-sweet-sofa-bed-with-all-utilities/7413990477.html,950,2021-11-29 09h31m24s
84,newyork,2021-11-29 08:28, (Williamsburg brooklyn ),NO FEE! 2 Rooms aval. in ELEVATOR building in prime Williamsburg!,4,,https://newyork.craigslist.org/brk/roo/d/brooklyn-no-fee-rooms-aval-in-elevator/7411438549.html,1150,2021-11-29 09h31m24s
85,newyork,2021-11-29 08:27, (Upper West Side),"Master Bedroom in 2BD, 2 Bath on 63&West End",2,,https://newyork.craigslist.org/mnh/roo/d/new-york-master-bedroom-in-2bd-bath-on/7413987533.html,3000,2021-11-29 09h31m24s
86,newyork,2021-11-29 08:26, (Howard Beach Queens queens ),FREE ROOM FOR LIVE IN GIRLFRIEND,,,https://newyork.craigslist.org/que/roo/d/howard-beach-free-room-for-live-in/7413987379.html,0,2021-11-29 09h31m24s
87,newyork,2021-11-29 08:20, (Off Linden and Merrick Blvd Jamaica Queens queens ),Furnish room for rent by owner(FEMALE ONLY),1,,https://newyork.craigslist.org/que/roo/d/jamaica-furnish-room-for-rent-by/7405510904.html,950,2021-11-29 09h31m24s
88,newyork,2021-11-29 08:14, (Woodside queens ),$1100 1BD 1BA 65-15 38th ave 11377 new kitchen,1,,https://newyork.craigslist.org/que/roo/d/woodside-bd-1ba-th-ave-new-kitchen/7413984273.html,1100,2021-11-29 09h31m24s
89,newyork,2021-11-29 08:11, (Harlem / Morningside),Gut Renovated Furnished Share Apartment - Utlities Included,,2000.0,https://newyork.craigslist.org/mnh/roo/d/new-york-city-gut-renovated-furnished/7413983320.html,1250,2021-11-29 09h31m24s
90,newyork,2021-11-29 08:11, (Harlem / Morningside),Gut Renovated Furnished Share Apartment - Utlities Included,,2000.0,https://newyork.craigslist.org/mnh/roo/d/new-york-city-gut-renovated-furnished/7413983239.html,1250,2021-11-29 09h31m24s
91,newyork,2021-11-29 08:03, (East Flatbush brooklyn ),"$1,300/ 2br - Room with Private Bathroom (East Flatbush)",2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-br-room-with-private-bathroom/7413981206.html,1300,2021-11-29 09h31m24s
92,newyork,2021-11-29 08:03, (East Flatbush brooklyn ),"$1,300/ 2br - Room with Private Bathroom (East Flatbush)",2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-br-room-with-private-bathroom/7413981142.html,1300,2021-11-29 09h31m24s
93,newyork,2021-11-29 08:02, (village area manhattan ),2br apt share and back yard garden,2,,https://newyork.craigslist.org/mnh/roo/d/new-york-2br-apt-share-and-back-yard/7413980823.html,2000,2021-11-29 09h31m24s
94,newyork,2021-11-29 08:01," (Gowanus, Brooklyn brooklyn )",Bedroom for Rent in Gowanus,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-bedroom-for-rent-in-gowanus/7413980662.html,1150,2021-11-29 09h31m24s
95,newyork,2021-11-29 08:01," (Bushwick, DeKalb L, Knickerbocker M brooklyn )",Affordable room with multiple amenities in primer location in Bushwick,3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-affordable-room-with-multiple/7408541133.html,775,2021-11-29 09h31m24s
96,newyork,2021-11-29 07:44, (Saint Albans queens ),HABITACION BONITA SOLO MASCULINA 🍀,1,,https://newyork.craigslist.org/que/roo/d/saint-albans-habitacion-bonita-solo/7413975335.html,165,2021-11-29 09h31m24s
97,newyork,2021-11-29 07:43, (Saint Albans queens ),HABITACION BONITA SOLO MASCULINA 🍀,1,,https://newyork.craigslist.org/que/roo/d/saint-albans-habitacion-bonita-solo/7413975381.html,165,2021-11-29 09h31m24s
98,newyork,2021-11-29 07:32, (Bronx (Coop City) bronx ),ONE BIG LIVING ROOM WELL FURNISHED.,,,https://newyork.craigslist.org/brx/roo/d/bronx-one-big-living-room-well-furnished/7413973741.html,850,2021-11-29 09h31m24s
99,newyork,2021-11-29 07:24, (Upper East Side),.... Private Room - Lux Blng - Renovated - Roosevelt Island,4,120.0,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-lux-blng/7413973423.html,1400,2021-11-29 09h31m24s
100,newyork,2021-11-29 07:24, (East Village),- *_* Largee Unfurnished Room / Stuytown / EV,3,120.0,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7413973382.html,1600,2021-11-29 09h31m24s
101,newyork,2021-11-29 07:22," (Bridgeport fairfield co, CT )","Furnished Room ,Beautiful  House.",,,https://newyork.craigslist.org/fct/roo/d/furnished-room-beautiful-house/7409075095.html,620,2021-11-29 09h31m24s
102,newyork,2021-11-29 07:20, (Midtown West),Dec in created semi private section within the unit,,,https://newyork.craigslist.org/mnh/roo/d/new-york-dec-in-created-semi-private/7413972742.html,875,2021-11-29 09h31m24s
103,newyork,2021-11-29 07:19, (Kew Gardens queens ),Room for rent,1,22.0,https://newyork.craigslist.org/que/roo/d/kew-gardens-room-for-rent/7413972693.html,750,2021-11-29 09h31m24s
104,newyork,2021-11-29 06:48, (Battery Park),"Fully furnished room in 2 br apt, short term/long term",,600.0,https://newyork.craigslist.org/mnh/roo/d/fully-furnished-room-in-br-apt-short/7408538562.html,2000,2021-11-29 09h31m24s
105,newyork,2021-11-29 06:08, (Park Slope brooklyn ),"Awesome, sunny share with view of Prospect Park (Jan 1)",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-awesome-sunny-share-with-view/7413964058.html,1099,2021-11-29 09h31m24s
106,newyork,2021-11-29 05:48, (East Elmhurst queens ),Room- Furnished in a house,,,https://newyork.craigslist.org/que/roo/d/east-elmhurst-room-furnished-in-house/7412869734.html,700,2021-11-29 09h31m24s
107,newyork,2021-11-29 04:56, (Midtown West),Private bedroom with shared bathroom in Midtown West,2,,https://newyork.craigslist.org/mnh/roo/d/private-bedroom-with-shared-bathroom-in/7413955960.html,1200,2021-11-29 09h31m24s
108,newyork,2021-11-29 04:27, (Upper East Side),E60s Doorman - HUGE Rm nr Subways/Central Park- Electric PLUS Included,2,234.0,https://newyork.craigslist.org/mnh/roo/d/new-york-e60s-doorman-huge-rm-nr/7413956015.html,1250,2021-11-29 09h31m24s
109,newyork,2021-11-29 03:21," (EAST NEW YORK, BROOKLYN brooklyn )",FEMALE TENANT WANTED. $75.00 WEEKLY.,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-female-tenant-wanted-7500/7413952171.html,75,2021-11-29 09h31m24s
110,newyork,2021-11-29 02:58, (jersey city new jersey ),NICE ROOM,1,,https://newyork.craigslist.org/jsy/roo/d/jersey-city-nice-room/7411719022.html,680,2021-11-29 09h31m24s
111,newyork,2021-11-29 02:24, (Bedstuy brooklyn ),950 Large Room Private House,3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-950-large-room-private-house/7413946691.html,950,2021-11-29 09h31m24s
112,newyork,2021-11-29 01:39, (Upper West Side),Spacious Queen Bedroom by Columbia University btw CP and Riverside P,4,,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-queen-bedroom-by/7413939916.html,1900,2021-11-29 09h31m24s
113,newyork,2021-11-29 01:32, (Upper West Side),Fully Furnished Midsize Room by Columbia University,,,https://newyork.craigslist.org/mnh/roo/d/new-york-fully-furnished-midsize-room/7413939963.html,1500,2021-11-29 09h31m24s
114,newyork,2021-11-29 01:26, (Guttenberg new jersey ),Available room for responsible person.,1,,https://newyork.craigslist.org/jsy/roo/d/west-new-york-available-room-for/7413929609.html,900,2021-11-29 09h31m24s
115,newyork,2021-11-29 01:21, (Midtown East),live in secretary females only,,,https://newyork.craigslist.org/mnh/roo/d/new-york-live-in-secretary-females-only/7413940270.html,0,2021-11-29 09h31m24s
